time_to_first_target,time_to_all_targets,robot_0_distance,robot_1_distance,robot_2_distance,robot_3_distance,robot_4_distance,cumulative_distance,map_coverage_pct,redundant_search_pct,coverage_over_time
1032.50,,28.55,87.89,82.54,71.68,59.47,330.13,58.49,32.46,"[[1.0, 6.69], [2.0, 6.69], [3.0, 6.69], [4.0, 6.69], [5.0, 6.85], [6.0, 7.06], [7.0, 7.51], [8.0, 7.8], [9.0, 7.96], [10.0, 8.03], [11.0, 8.56], [12.0, 8.78], [13.0, 8.94], [14.0, 9.69], [15.0, 10.56], [16.0, 10.98], [17.0, 11.82], [18.0, 12.85], [19.0, 13.67], [20.0, 14.12], [21.0, 14.59], [22.0, 15.02], [23.0, 15.36], [24.0, 15.54], [25.0, 15.67], [26.0, 15.75], [27.0, 15.79], [28.0, 15.91], [29.0, 16.08], [30.0, 16.19], [31.0, 16.31], [32.0, 16.33], [33.0, 16.34], [34.0, 16.35], [35.0, 16.38], [36.0, 16.39], [37.0, 16.39], [38.0, 16.39], [39.0, 16.39], [40.0, 16.39], [41.0, 16.39], [42.0, 16.41], [43.0, 16.43], [44.0, 16.43], [45.0, 16.43], [46.0, 16.43], [47.0, 16.43], [48.0, 16.43], [49.0, 16.43], [50.0, 16.43], [51.0, 16.43], [52.0, 16.43], [53.0, 16.43], [54.0, 16.43], [55.0, 16.43], [56.0, 16.43], [57.0, 16.44], [58.0, 16.44], [59.0, 16.44], [60.0, 16.44], [61.0, 16.44], [62.0, 16.44], [63.0, 16.45], [64.0, 16.46], [65.1, 16.46], [66.0, 16.46], [67.0, 16.46], [68.1, 16.46], [69.0, 16.46], [70.0, 16.46], [71.0, 16.46], [72.0, 16.46], [73.0, 16.46], [74.0, 16.46], [75.0, 16.46], [76.0, 16.46], [77.0, 16.46], [78.0, 16.46], [79.0, 16.46], [80.0, 16.46], [81.1, 16.46], [82.0, 16.46], [83.0, 16.46], [84.0, 16.46], [85.0, 16.46], [86.0, 16.46], [87.0, 16.46], [88.0, 16.46], [89.0, 16.46], [90.0, 16.46], [91.0, 16.46], [92.0, 16.46], [93.0, 16.46], [94.0, 16.46], [95.0, 16.46], [96.0, 16.46], [97.0, 16.46], [98.0, 16.46], [99.0, 16.46], [100.0, 16.46], [101.0, 16.46], [102.0, 16.47], [103.0, 16.47], [104.1, 16.47], [105.0, 16.47], [106.0, 16.47], [107.1, 16.47], [108.1, 16.48], [109.0, 16.48], [110.0, 16.48], [111.0, 16.48], [112.0, 16.48], [113.1, 16.48], [114.0, 16.49], [115.0, 16.49], [116.0, 16.49], [117.0, 16.51], [118.0, 16.55], [119.0, 16.59], [120.0, 16.61], [121.0, 16.61], [122.0, 16.62], [123.0, 16.63], [124.0, 16.64], [125.2, 16.64], [126.0, 16.65], [127.1, 16.68], [128.0, 16.72], [129.0, 16.88], [130.0, 17.02], [131.0, 17.15], [132.0, 17.24], [133.1, 17.3], [134.0, 17.32], [135.0, 17.35], [136.0, 17.37], [137.0, 17.41], [138.0, 17.45], [139.1, 17.48], [140.0, 17.51], [141.0, 17.53], [142.0, 17.53], [143.0, 17.54], [144.0, 17.57], [145.0, 17.58], [146.0, 17.59], [147.0, 17.61], [148.0, 17.61], [149.0, 17.61], [150.0, 17.63], [151.0, 17.67], [152.0, 17.74], [153.0, 17.81], [154.0, 17.88], [155.0, 17.95], [156.0, 18.03], [157.0, 18.08], [158.1, 18.12], [159.0, 18.17], [160.0, 18.2], [161.0, 18.22], [162.0, 18.24], [163.0, 18.26], [164.0, 18.3], [165.0, 18.36], [166.0, 18.45], [167.0, 18.56], [168.0, 18.68], [169.0, 18.78], [170.0, 18.89], [171.1, 18.98], [172.1, 19.03], [173.0, 19.15], [174.0, 19.31], [175.2, 19.51], [176.0, 19.67], [177.1, 19.9], [178.1, 20.15], [179.2, 20.54], [180.0, 21.07], [181.1, 21.78], [182.1, 22.04], [183.3, 22.25], [184.2, 22.43], [185.2, 22.51], [186.0, 22.63], [187.3, 22.78], [188.0, 22.82], [189.3, 22.84], [190.1, 22.85], [191.0, 22.87], [192.0, 22.89], [193.3, 23.0], [194.5, 23.09], [195.3, 23.15], [196.2, 23.2], [197.0, 23.24], [198.0, 23.26], [199.3, 23.29], [200.1, 23.31], [201.0, 23.33], [202.7, 23.42], [203.5, 23.5], [204.4, 23.58], [205.3, 23.67], [206.2, 23.75], [207.1, 23.88], [208.1, 24.07], [209.3, 24.59], [210.6, 25.01], [211.5, 25.39], [212.2, 25.74], [213.1, 26.12], [214.0, 26.46], [215.1, 27.1], [216.1, 27.62], [217.0, 28.06], [218.2, 28.67], [219.0, 28.96], [220.3, 29.14], [221.2, 29.27], [222.0, 29.39], [223.3, 29.63], [224.2, 29.79], [225.0, 29.93], [226.0, 30.07], [227.6, 30.27], [228.5, 30.34], [229.5, 30.39], [230.3, 30.43], [231.4, 30.44], [232.2, 30.55], [233.0, 30.67], [234.3, 30.86], [236.1, 31.03], [237.3, 31.24], [238.7, 31.4], [239.9, 31.51], [241.2, 31.62], [242.4, 31.68], [243.4, 31.76], [244.3, 31.83], [245.3, 31.93], [246.2, 32.13], [247.2, 32.37], [248.5, 32.75], [250.5, 33.2], [251.8, 33.61], [253.1, 33.95], [254.6, 34.22], [255.7, 34.53], [257.1, 34.81], [258.4, 34.95], [259.8, 35.03], [261.1, 35.24], [263.0, 35.39], [264.3, 35.58], [265.7, 35.74], [267.0, 35.89], [268.3, 36.08], [269.5, 36.28], [270.4, 36.45], [271.3, 36.7], [272.9, 37.04], [274.2, 37.41], [275.5, 37.72], [276.8, 38.0], [278.0, 38.2], [279.2, 38.35], [280.5, 38.5], [281.6, 38.58], [283.0, 38.66], [284.3, 38.73], [285.6, 38.78], [287.0, 38.85], [288.9, 38.9], [290.2, 38.95], [291.5, 39.0], [292.6, 39.06], [293.5, 39.13], [294.3, 39.19], [295.3, 39.24], [296.1, 39.28], [297.4, 39.31], [298.3, 39.34], [299.2, 39.36], [300.0, 39.39], [301.3, 39.42], [302.1, 39.45], [303.0, 39.48], [304.8, 39.64], [305.6, 39.75], [306.6, 39.88], [307.6, 40.03], [308.3, 40.11], [309.2, 40.21], [310.2, 40.27], [311.1, 40.34], [312.2, 40.47], [313.2, 40.54], [314.1, 40.65], [315.4, 40.76], [316.3, 40.85], [317.2, 40.94], [318.1, 41.0], [319.3, 41.08], [320.6, 41.12], [321.8, 41.16], [323.1, 41.21], [325.2, 41.31], [326.5, 41.42], [327.7, 41.53], [328.7, 41.62], [329.8, 41.69], [330.6, 41.75], [331.8, 41.81], [333.0, 41.87], [334.0, 41.89], [335.6, 41.94], [336.8, 41.98], [338.1, 42.0], [339.1, 42.02], [340.0, 42.03], [341.2, 42.05], [342.3, 42.06], [343.3, 42.06], [344.3, 42.06], [345.0, 42.06], [346.0, 42.06], [347.2, 42.06], [348.0, 42.06], [349.0, 42.06], [350.3, 42.06], [351.1, 42.06], [352.0, 42.06], [353.3, 42.06], [354.6, 42.07], [355.4, 42.08], [356.3, 42.09], [357.3, 42.1], [358.3, 42.12], [359.1, 42.14], [360.4, 42.17], [361.3, 42.17], [362.7, 42.17], [363.4, 42.18], [364.4, 42.18], [365.2, 42.18], [366.1, 42.18], [367.0, 42.18], [368.0, 42.19], [369.1, 42.2], [370.1, 42.21], [371.0, 42.22], [372.7, 42.23], [373.5, 42.23], [374.3, 42.23], [375.3, 42.25], [376.2, 42.27], [377.2, 42.3], [378.3, 42.33], [379.2, 42.36], [380.5, 42.37], [381.4, 42.38], [382.5, 42.39], [383.4, 42.4], [384.2, 42.42], [385.3, 42.43], [386.6, 42.44], [388.0, 42.45], [389.2, 42.46], [390.8, 42.48], [391.6, 42.51], [392.4, 42.54], [393.4, 42.57], [394.3, 42.6], [395.2, 42.64], [396.2, 42.67], [397.0, 42.69], [398.3, 42.72], [399.2, 42.73], [400.1, 42.74], [401.4, 42.74], [402.4, 42.75], [403.2, 42.75], [404.1, 42.76], [405.0, 42.76], [406.0, 42.77], [407.3, 42.77], [408.2, 42.77], [409.4, 42.77], [410.3, 42.77], [411.3, 42.77], [412.4, 42.78], [413.4, 42.78], [414.3, 42.8], [415.2, 42.8], [416.0, 42.8], [417.0, 42.8], [418.2, 42.8], [419.0, 42.8], [420.0, 42.8], [421.1, 42.8], [422.5, 42.8], [423.8, 42.8], [425.1, 42.8], [426.4, 42.8], [427.8, 42.82], [429.0, 42.82], [430.3, 42.83], [431.6, 42.83], [433.5, 42.83], [434.9, 42.83], [436.2, 42.83], [437.5, 42.83], [438.8, 42.83], [440.1, 42.83], [441.4, 42.83], [442.7, 42.83], [444.6, 42.83], [446.0, 42.83], [447.4, 42.83], [448.7, 42.83], [449.9, 42.83], [451.1, 42.83], [452.0, 42.83], [453.2, 42.83], [454.5, 42.83], [455.5, 42.83], [456.3, 42.83], [457.2, 42.83], [458.2, 42.83], [459.0, 42.83], [460.3, 42.83], [461.2, 42.83], [462.1, 42.83], [463.3, 42.83], [464.7, 42.83], [465.5, 42.83], [466.3, 42.83], [467.2, 42.83], [468.1, 42.83], [469.1, 42.83], [470.0, 42.83], [471.3, 42.83], [472.5, 42.84], [473.5, 42.84], [474.3, 42.84], [475.2, 42.84], [476.0, 42.84], [477.2, 42.84], [478.1, 42.84], [479.1, 42.84], [480.4, 42.84], [481.3, 42.84], [482.1, 42.84], [483.1, 42.84], [484.3, 42.84], [485.2, 42.84], [486.0, 42.84], [487.3, 42.84], [488.1, 42.84], [489.0, 42.84], [490.3, 42.84], [491.2, 42.84], [492.2, 42.84], [493.1, 42.84], [494.4, 42.84], [495.2, 42.84], [496.0, 42.84], [497.7, 42.84], [498.5, 42.84], [499.5, 42.84], [500.3, 42.84], [501.2, 42.84], [502.1, 42.84], [503.1, 42.84], [504.0, 42.84], [505.0, 42.84], [506.4, 42.84], [507.5, 42.84], [508.8, 42.84], [510.0, 42.84], [511.2, 42.84], [512.5, 42.84], [513.8, 42.84], [515.1, 42.84], [516.5, 42.84], [517.7, 42.84], [518.9, 42.84], [520.2, 42.84], [522.2, 42.84], [523.6, 42.84], [524.9, 42.84], [526.2, 42.84], [527.4, 42.84], [528.8, 42.84], [530.2, 42.84], [531.6, 42.84], [533.2, 42.85], [535.8, 42.85], [537.2, 42.86], [538.8, 42.86], [540.5, 42.86], [542.0, 42.86], [543.6, 42.86], [545.3, 42.86], [547.1, 42.86], [548.7, 42.86], [551.1, 42.86], [552.2, 42.86], [553.5, 42.86], [555.0, 42.86], [556.2, 42.86], [557.6, 42.86], [559.1, 42.87], [560.3, 42.87], [561.7, 42.87], [563.3, 42.87], [564.6, 42.87], [566.1, 42.87], [568.2, 42.87], [569.6, 42.87], [571.2, 42.87], [572.7, 42.88], [574.4, 42.88], [575.8, 42.88], [577.2, 42.88], [578.8, 42.89], [580.2, 42.9], [582.1, 42.91], [583.6, 42.93], [584.7, 42.94], [586.0, 42.94], [587.4, 42.94], [588.9, 42.94], [590.4, 42.94], [591.7, 42.94], [593.0, 42.94], [595.1, 42.94], [596.5, 42.94], [598.1, 42.94], [599.6, 42.94], [601.2, 42.95], [603.0, 42.96], [605.0, 42.96], [606.9, 42.96], [608.9, 42.96], [610.8, 42.96], [612.8, 42.96], [614.8, 42.96], [617.1, 42.96], [618.9, 42.96], [620.5, 42.96], [622.0, 42.96], [623.8, 42.96], [625.4, 42.96], [627.0, 42.96], [628.8, 42.96], [631.5, 42.96], [633.5, 42.96], [635.2, 42.96], [637.1, 42.96], [638.9, 42.96], [640.9, 42.96], [642.8, 42.96], [644.7, 42.96], [646.5, 42.96], [649.0, 42.96], [650.4, 42.96], [652.1, 42.96], [653.8, 42.96], [655.5, 42.96], [657.3, 42.96], [658.9, 42.96], [660.9, 42.96], [662.7, 42.96], [664.5, 42.96], [666.2, 42.96], [667.9, 42.96], [670.7, 42.96], [672.4, 42.96], [674.3, 42.96], [676.1, 42.96], [677.8, 42.96], [679.6, 42.96], [681.2, 42.96], [682.8, 42.96], [684.6, 42.99], [687.6, 43.04], [689.4, 43.08], [691.4, 43.08], [693.2, 43.08], [695.2, 43.08], [697.2, 43.08], [698.7, 43.08], [700.1, 43.12], [701.7, 43.15], [703.8, 43.17], [705.3, 43.18], [706.8, 43.18], [708.5, 43.18], [709.9, 43.18], [711.3, 43.18], [713.0, 43.18], [714.5, 43.22], [715.8, 43.29], [717.1, 43.41], [718.7, 43.52], [720.0, 43.58], [722.4, 43.61], [723.9, 43.66], [725.2, 43.69], [726.7, 43.76], [728.1, 43.83], [729.6, 43.83], [730.9, 43.83], [732.4, 43.83], [733.8, 43.84], [735.7, 43.84], [737.1, 43.84], [738.6, 43.84], [740.2, 43.84], [741.7, 43.84], [743.0, 43.84], [744.4, 43.84], [745.8, 43.84], [747.1, 43.84], [749.0, 43.85], [750.3, 43.85], [751.9, 43.85], [753.5, 43.86], [755.0, 43.86], [756.5, 43.86], [757.8, 43.86], [759.4, 43.87], [760.9, 43.88], [763.0, 43.9], [764.1, 43.91], [765.1, 43.91], [766.3, 43.91], [767.0, 43.91], [768.1, 43.91], [769.0, 43.92], [770.2, 43.93], [771.1, 44.02], [772.2, 44.02], [773.2, 44.02], [774.1, 44.02], [775.1, 44.02], [776.2, 44.02], [777.0, 44.02], [778.0, 44.02], [779.4, 44.02], [780.1, 44.02], [781.1, 44.02], [782.0, 44.02], [783.0, 44.02], [784.1, 44.02], [785.0, 44.02], [786.0, 44.03], [787.0, 44.03], [788.4, 44.03], [789.1, 44.03], [790.0, 44.03], [791.2, 44.03], [792.2, 44.04], [793.0, 44.04], [794.6, 44.06], [795.4, 44.06], [796.2, 44.06], [797.3, 44.06], [798.1, 44.06], [799.2, 44.08], [800.5, 44.09], [801.3, 44.1], [802.1, 44.1], [803.2, 44.11], [804.0, 44.11], [805.0, 44.11], [806.0, 44.11], [807.1, 44.11], [808.2, 44.11], [809.0, 44.11], [810.3, 44.11], [811.1, 44.11], [812.2, 44.11], [813.1, 44.11], [814.1, 44.11], [815.1, 44.11], [816.0, 44.11], [817.2, 44.11], [818.0, 44.11], [819.0, 44.11], [820.2, 44.11], [821.1, 44.11], [822.3, 44.11], [823.0, 44.11], [824.1, 44.11], [825.4, 44.12], [826.2, 44.13], [827.0, 44.13], [828.1, 44.14], [829.1, 44.14], [830.5, 44.16], [831.3, 44.2], [832.0, 44.27], [833.0, 44.5], [834.4, 44.93], [835.1, 45.04], [836.0, 45.06], [837.5, 45.07], [838.1, 45.07], [839.0, 45.1], [840.4, 45.11], [841.1, 45.11], [842.0, 45.12], [843.1, 45.12], [844.0, 45.12], [845.1, 45.13], [846.1, 45.15], [847.0, 45.18], [848.0, 45.25], [849.2, 45.32], [850.0, 45.37], [851.1, 45.44], [852.1, 45.49], [853.0, 45.52], [854.0, 45.55], [855.0, 45.57], [856.1, 45.6], [857.3, 45.61], [858.0, 45.62], [859.0, 45.63], [860.3, 45.65], [861.1, 45.66], [862.2, 45.69], [863.0, 45.7], [864.1, 45.72], [865.8, 45.74], [866.6, 45.74], [867.4, 45.75], [868.2, 45.75], [869.1, 45.77], [870.2, 45.78], [871.0, 45.79], [872.3, 45.81], [873.2, 45.83], [874.0, 45.86], [875.2, 45.89], [876.5, 45.9], [877.2, 45.91], [878.0, 45.99], [879.2, 46.04], [880.0, 46.06], [881.2, 46.07], [882.5, 46.08], [883.3, 46.08], [884.1, 46.08], [885.3, 46.11], [886.1, 46.11], [887.3, 46.11], [888.0, 46.11], [889.3, 46.11], [890.1, 46.11], [891.0, 46.11], [892.1, 46.11], [893.3, 46.12], [894.1, 46.12], [895.4, 46.13], [896.2, 46.13], [897.3, 46.13], [898.1, 46.13], [899.3, 46.13], [900.1, 46.13], [901.8, 46.13], [902.6, 46.14], [903.4, 46.15], [904.2, 46.16], [905.0, 46.17], [906.2, 46.19], [907.9, 46.25], [908.7, 46.27], [909.5, 46.3], [910.4, 46.32], [911.1, 46.34], [912.4, 46.39], [913.1, 46.42], [914.4, 46.45], [915.2, 46.49], [916.1, 46.53], [917.2, 46.57], [918.1, 46.61], [919.2, 46.66], [920.0, 46.67], [921.4, 46.68], [922.2, 46.69], [923.1, 46.7], [924.0, 46.7], [925.2, 46.71], [926.0, 46.71], [927.7, 46.72], [928.4, 46.73], [929.3, 46.75], [930.2, 46.76], [931.3, 46.78], [932.2, 46.79], [933.0, 46.82], [934.7, 46.88], [935.5, 46.91], [936.4, 46.95], [937.2, 47.0], [938.0, 47.07], [939.2, 47.2], [940.1, 47.28], [941.4, 47.43], [942.2, 47.54], [943.1, 47.67], [944.0, 47.75], [945.1, 47.91], [946.2, 48.07], [947.0, 48.23], [948.3, 48.3], [949.2, 48.33], [950.0, 48.35], [951.1, 48.39], [952.0, 48.39], [953.1, 48.4], [954.4, 48.4], [955.2, 48.4], [956.3, 48.4], [957.1, 48.4], [958.2, 48.4], [959.0, 48.4], [960.3, 48.41], [961.1, 48.41], [962.0, 48.41], [963.1, 48.41], [964.3, 48.41], [965.1, 48.42], [966.8, 48.67], [967.5, 48.78], [968.3, 49.15], [969.1, 49.43], [970.3, 49.91], [971.1, 50.1], [972.7, 50.33], [973.5, 50.39], [974.4, 50.48], [975.1, 50.62], [976.4, 50.89], [977.2, 50.95], [978.0, 51.0], [979.7, 51.13], [980.5, 51.19], [981.3, 51.28], [982.1, 51.37], [983.0, 51.44], [984.1, 51.63], [985.6, 51.96], [986.4, 52.08], [987.3, 52.09], [988.1, 52.14], [989.3, 52.22], [990.1, 52.27], [991.0, 52.34], [992.6, 52.46], [993.5, 52.49], [994.3, 52.54], [995.1, 52.54], [996.3, 52.57], [997.1, 52.57], [998.0, 52.57], [999.2, 52.57], [1000.1, 52.58], [1001.0, 52.59], [1002.1, 52.6], [1003.3, 52.66], [1004.0, 52.67], [1005.4, 52.68], [1006.2, 52.68], [1007.3, 52.68], [1008.1, 52.68], [1009.2, 52.68], [1010.0, 52.68], [1011.6, 52.69], [1012.4, 52.69], [1013.2, 52.69], [1014.0, 52.69], [1015.2, 52.69], [1016.3, 52.69], [1017.5, 52.69], [1018.0, 52.69], [1019.0, 52.7], [1020.1, 52.71], [1021.2, 52.74], [1022.1, 52.77], [1023.0, 52.81], [1024.0, 52.87], [1025.1, 52.97], [1026.0, 53.08], [1027.1, 53.23], [1028.0, 53.42], [1029.0, 53.63], [1030.0, 53.89], [1031.0, 54.23], [1032.0, 54.85], [1033.2, 55.33], [1034.0, 55.69], [1035.0, 55.92], [1036.3, 56.13], [1037.1, 56.24], [1038.0, 56.39], [1039.4, 56.55], [1040.1, 56.59], [1041.0, 56.63], [1042.0, 56.66], [1043.0, 56.67], [1044.2, 56.7], [1045.0, 56.73], [1046.0, 56.78], [1047.1, 56.86], [1048.0, 56.89], [1049.2, 57.14], [1050.1, 57.31], [1051.0, 57.51], [1052.1, 57.51], [1053.0, 57.51], [1054.0, 57.51], [1055.0, 57.7], [1056.0, 57.74], [1057.1, 57.76], [1058.0, 57.76], [1059.0, 57.76], [1060.1, 57.76], [1061.0, 57.76], [1062.2, 57.76], [1063.1, 57.76], [1064.1, 57.76], [1065.0, 57.76], [1066.0, 57.76], [1067.0, 57.76], [1068.1, 57.76], [1069.0, 57.76], [1070.0, 57.76], [1071.0, 57.76], [1072.1, 57.76], [1073.1, 57.77], [1074.0, 57.77], [1075.1, 57.78], [1076.1, 57.8], [1077.0, 57.84], [1078.0, 57.91], [1079.1, 58.03], [1080.2, 58.07], [1081.0, 58.08], [1082.2, 58.08], [1083.0, 58.08], [1084.1, 58.08], [1085.0, 58.09], [1086.0, 58.11], [1087.1, 58.18], [1088.2, 58.23], [1089.1, 58.28], [1090.1, 58.31], [1091.0, 58.35], [1092.2, 58.39], [1093.0, 58.42], [1094.4, 58.43], [1095.2, 58.44], [1096.1, 58.45], [1097.2, 58.46], [1098.6, 58.47], [1099.1, 58.48], [1100.1, 58.49], [1101.2, 58.49], [1102.7, 58.49], [1103.4, 58.49], [1104.2, 58.49], [1105.1, 58.49]]"
31.30,230.60,58.23,30.28,40.29,69.25,50.10,248.15,60.42,33.11,"[[1.0, 3.5], [2.0, 3.5], [3.0, 3.5], [4.0, 3.58], [5.0, 3.71], [6.0, 4.4], [7.0, 4.93], [8.0, 5.07], [9.0, 5.33], [10.0, 5.67], [11.0, 5.95], [12.0, 6.35], [13.0, 7.15], [14.0, 8.1], [15.0, 8.49], [16.0, 9.35], [17.0, 9.92], [18.0, 10.63], [19.0, 11.42], [20.0, 12.22], [21.0, 13.13], [22.0, 13.91], [23.0, 14.65], [24.0, 15.67], [25.0, 16.21], [26.0, 16.64], [27.0, 17.02], [28.0, 17.56], [29.0, 17.89], [30.0, 18.26], [31.0, 18.85], [32.0, 19.84], [33.0, 21.21], [34.0, 22.35], [35.0, 23.12], [36.0, 23.64], [37.0, 23.84], [38.0, 24.3], [39.0, 24.83], [40.0, 25.26], [41.0, 25.68], [42.0, 26.11], [43.0, 26.55], [44.0, 26.85], [45.0, 26.98], [46.0, 27.02], [47.0, 27.05], [48.0, 27.12], [49.0, 27.21], [50.0, 27.28], [51.0, 27.33], [52.0, 27.38], [53.0, 27.43], [54.0, 27.45], [55.0, 27.47], [56.0, 27.53], [57.0, 27.73], [58.0, 27.98], [59.0, 28.12], [60.0, 28.29], [61.0, 28.43], [62.0, 28.47], [63.0, 28.49], [64.0, 28.49], [65.0, 28.5], [66.0, 28.52], [67.0, 28.57], [68.0, 28.61], [69.0, 28.69], [70.0, 29.04], [71.0, 29.24], [72.0, 29.29], [73.0, 29.37], [74.0, 29.49], [75.0, 29.63], [76.0, 29.8], [77.0, 29.95], [78.0, 30.04], [79.0, 30.1], [80.0, 30.18], [81.0, 30.24], [82.0, 30.3], [83.0, 30.36], [84.0, 30.44], [85.0, 30.51], [86.0, 30.57], [87.0, 30.68], [88.0, 30.75], [89.0, 30.84], [90.0, 30.92], [91.0, 31.01], [92.0, 31.12], [93.0, 31.22], [94.0, 31.32], [95.0, 31.45], [96.0, 31.57], [97.0, 31.7], [98.0, 31.85], [99.0, 31.99], [100.0, 32.19], [101.0, 32.44], [102.0, 32.78], [103.0, 33.27], [104.0, 33.98], [105.0, 34.76], [106.0, 35.94], [107.0, 36.75], [108.0, 37.32], [109.0, 37.8], [110.0, 38.07], [111.0, 38.33], [112.0, 38.58], [113.0, 38.74], [114.0, 38.85], [115.0, 38.98], [116.0, 39.12], [117.0, 39.33], [118.0, 39.61], [119.0, 39.92], [120.0, 40.3], [121.0, 40.64], [122.0, 41.02], [123.0, 41.57], [124.0, 42.26], [125.0, 43.11], [126.0, 43.62], [127.0, 43.88], [128.0, 44.09], [129.0, 44.2], [130.0, 44.26], [131.0, 44.3], [132.0, 44.32], [133.0, 44.34], [134.0, 44.36], [135.0, 44.37], [136.0, 44.39], [137.0, 44.41], [138.0, 44.43], [139.0, 44.43], [140.0, 44.43], [141.0, 44.43], [142.0, 44.44], [143.0, 44.45], [144.0, 44.52], [145.0, 44.59], [146.0, 44.59], [147.0, 44.6], [148.0, 44.61], [149.0, 44.62], [150.0, 44.63], [151.0, 44.63], [152.0, 44.63], [153.0, 44.64], [154.0, 44.65], [155.0, 44.66], [156.0, 44.66], [157.0, 44.68], [158.0, 44.7], [159.0, 44.71], [160.0, 44.72], [161.0, 44.72], [162.0, 44.72], [163.0, 44.72], [164.0, 44.87], [165.0, 45.05], [166.0, 45.23], [167.0, 45.57], [168.0, 46.14], [169.0, 46.16], [170.0, 46.2], [171.0, 46.25], [172.0, 46.33], [173.0, 46.51], [174.0, 46.74], [175.0, 47.33], [176.0, 47.52], [177.0, 47.7], [178.0, 47.91], [179.0, 48.2], [180.0, 48.62], [181.0, 49.26], [182.0, 50.04], [183.0, 50.69], [184.0, 51.24], [185.0, 51.62], [186.0, 51.85], [187.0, 52.12], [188.0, 52.57], [189.0, 52.88], [190.0, 53.19], [191.0, 53.41], [192.0, 53.57], [193.0, 53.67], [194.0, 53.77], [195.0, 53.89], [196.0, 54.05], [197.0, 54.18], [198.0, 54.29], [199.0, 54.4], [200.0, 54.5], [201.0, 54.62], [202.0, 54.79], [203.0, 55.03], [204.0, 55.28], [205.0, 55.66], [206.0, 56.17], [207.0, 56.73], [208.0, 57.39], [209.0, 57.92], [210.0, 58.32], [211.0, 58.55], [212.0, 58.57], [213.0, 58.57], [214.0, 58.58], [215.0, 58.62], [216.1, 58.63], [217.0, 58.65], [218.0, 58.67], [219.0, 58.71], [220.0, 58.84], [221.0, 59.31], [222.0, 59.73], [223.0, 59.8], [224.0, 59.85], [225.0, 59.89], [226.0, 59.96], [227.0, 60.06], [228.0, 60.12], [229.0, 60.26], [230.0, 60.42]]"
